Codigo do IBGE,UF,Nome da cidade
3530300,SP,MIRASSOL
5105622,MT,MIRASSOL D'OESTE
3530409,SP,MIRASSOLANDIA
3142254,MG,MIRAVANIA
4210852,SC,MIRIM DOCE
4116059,PR,MISSAL
2308401,CE,MISSAO VELHA
3530508,SP,MOCOCA
4210902,SC,MODELO
3142304,MG,MOEDA
3142403,MG,MOEMA
2509404,PB,MOGEIRO
3530607,SP,MOGI DAS CRUZES
3530706,SP,MOGI GUACU
2804102,SE,MOITA BONITA
3530805,SP,MOJI MIRIM
1504703,PA,MOJU
2106904,MA,MONCAO
3531001,SP,MONCOES
4211009,SC,MONDAI
3531100,SP,MONGAGUA
3142502,MG,MONJOLOS
2206407,PI,MONSENHOR GIL
2206506,PI,MONSENHOR HIPOLITO
3142601,MG,MONSENHOR PAULO
2308609,CE,MONSENHOR TABOSA
2509503,PB,MONTADAS
3142700,MG,MONTALVANIA
3203502,ES,MONTANHA
1504802,PA,MONTE ALEGRE
2407807,RN,MONTE ALEGRE
5213509,GO,MONTE ALEGRE DE GOIAS
3142809,MG,MONTE ALEGRE DE MINAS
2804201,SE,MONTE ALEGRE DE SERGIPE
2206605,PI,MONTE ALEGRE DO PIAUI
3531209,SP,MONTE ALEGRE DO SUL
3142908,MG,MONTE AZUL
3531506,SP,MONTE AZUL PAULISTA
3143005,MG,MONTE BELO
4211058,SC,MONTE CARLO
3143104,MG,MONTE CARMELO
4211108,SC,MONTE CASTELO
3531605,SP,MONTE CASTELO
2407906,RN,MONTE DAS GAMELEIRAS
1713601,TO,MONTE DO CARMO
3143153,MG,MONTE FORMOSO
2509602,PB,MONTE HOREBE
3531803,SP,MONTE MOR
1101401,RO,MONTE NEGRO
2921500,BA,MONTE SANTO
1713700,TO,MONTE SANTO DO TOCANTINS
3143401,MG,MONTE SIAO
2509701,PB,MONTEIRO
2705408,AL,MONTEIROPOLIS
4312401,RS,MONTENEGRO
2107001,MA,MONTES ALTOS
3143302,MG,MONTES CLAROS
5213707,GO,MONTES CLAROS DE GOIAS
3143450,MG,MONTEZUMA
5213756,GO,MONTIVIDIU
5213772,GO,MONTIVIDIU DO NORTE
2308708,CE,MORADA NOVA
2308807,CE,MORAUJO
2614303,PE,MOREILANDIA
4116109,PR,MOREIRA SALES
2609402,PE,MORENO
4312427,RS,MORMACO
2921609,BA,MORPARA
4116208,PR,MORRETES
5213806,GO,MORRINHOS
4312443,RS,MORRINHOS DO SUL
3531902,SP,MORRO AGUDO
5213855,GO,MORRO AGUDO DE GOIAS
4211207,SC,MORRO DA FUMACA
3143609,MG,MORRO DA GARCA
2921708,BA,MORRO DO CHAPEU
2206670,PI,MORRO DO CHAPEU DO PIAUI
3143708,MG,MORRO DO PILAR
4211256,SC,MORRO GRANDE
4312476,RS,MORRO REUTER
2107100,MA,MORROS
2921807,BA,MORTUGABA
3532009,SP,MORUNGABA
5213905,GO,MOSSAMEDES
2408003,RN,MOSSORO
4312500,RS,MOSTARDAS
3532058,SP,MOTUCA
5214002,GO,MOZARLANDIA
1504901,PA,MUANA
1400308,RR,MUCAJAI
2309003,CE,MUCAMBO
4312609,RS,MUCUM
2922003,BA,MUCURI
3203601,ES,MUCURICI
4312625,RS,MULITERNO
2309102,CE,MULUNGU
2509800,PB,MULUNGU
2922052,BA,MULUNGU DO MORRO
2922102,BA,MUNDO NOVO
5214051,GO,MUNDO NOVO
5005681,MS,MUNDO NOVO
3143807,MG,MUNHOZ
2922201,BA,MUNIZ FERREIRA
3203700,ES,MUNIZ FREIRE
2922250,BA,MUQUEM DE SAO FRANCISCO
3203809,ES,MUQUI
3143906,MG,MURIAE
2804300,SE,MURIBECA
2705507,AL,MURICI
1713957,TO,MURICILANDIA
2922300,BA,MURITIBA
3532108,SP,MURUTINGA DO SUL
2922409,BA,MUTUIPE
3144003,MG,MUTUM
5214101,GO,MUTUNOPOLIS
3144201,MG,NACIP RAYDAN
3532157,SP,NANTES
3144300,MG,NANUQUE
4312658,RS,NAO-ME-TOQUE
3144359,MG,NAQUE
3532207,SP,NARANDIBA
2408102,RN,NATAL
3144375,MG,NATALANDIA
3303104,RJ,NATIVIDADE
1714203,TO,NATIVIDADE
2509909,PB,NATUBA
4211306,SC,NAVEGANTES
5005707,MS,NAVIRAI
2922508,BA,NAZARE
1714302,TO,NAZARE
2609501,PE,NAZARE DA MATA
2206704,PI,NAZARE DO PIAUI
3532405,SP,NAZARE PAULISTA
3144508,MG,NAZARENO
2510006,PB,NAZAREZINHO
2804409,SE,NEOPOLIS
3144607,MG,NEPOMUCENO
5214507,GO,NEROPOLIS
1303007,AM,NHAMUNDA
3532603,SP,NHANDEARA
4312674,RS,NICOLAU VERGUEIRO
2922607,BA,NILO PECANHA
3303203,RJ,NILOPOLIS
2107209,MA,NINA RODRIGUES
3144656,MG,NINHEIRA
5005806,MS,NIOAQUE
3532702,SP,NIPOA
2408201,RN,NISIA FLORESTA
3303302,RJ,NITEROI
5105903,MT,NOBRES
4312708,RS,NONOAI
5106000,MT,NORTELANDIA
2804458,SE,NOSSA SENHORA APARECIDA
2804508,SE,NOSSA SENHORA DA GLORIA
2804607,SE,NOSSA SENHORA DAS DORES
4116406,PR,NOSSA SENHORA DAS GRACAS
2804706,SE,NOSSA SENHORA DE LOURDES
5106109,MT,NOSSA SENHORA DO LIVRAMENTO
2206803,PI,NOSSA SENHORA DOS REMEDIOS
3532801,SP,NOVA ALIANCA
4312757,RS,NOVA ALVORADA
5006002,MS,NOVA ALVORADA DO SUL
5214705,GO,NOVA AMERICA
5006200,MS,NOVA ANDRADINA
4312807,RS,NOVA ARACA
5214804,GO,NOVA AURORA
4116703,PR,NOVA AURORA
5106158,MT,NOVA BANDEIRANTES
4312906,RS,NOVA BASSANO
3144672,MG,NOVA BELEM
4312955,RS,NOVA BOA VISTA
5106208,MT,NOVA BRASILANDIA
1100148,RO,NOVA BRASILANDIA D'OESTE
4313003,RS,NOVA BRESCIA
3532827,SP,NOVA CAMPINA
2922706,BA,NOVA CANAA
3532843,SP,NOVA CANAA PAULISTA
4313011,RS,NOVA CANDELARIA
4116802,PR,NOVA CANTU
3532868,SP,NOVA CASTILHO
2107258,MA,NOVA COLINAS
5214838,GO,NOVA CRIXAS
3144706,MG,NOVA ERA
4211405,SC,NOVA ERECHIM
4116901,PR,NOVA ESPERANCA
1504950,PA,NOVA ESPERANCA DO PIRIA
4116950,PR,NOVA ESPERANCA DO SUDOESTE
3532900,SP,NOVA EUROPA
2922730,BA,NOVA FATIMA
4117008,PR,NOVA FATIMA
2510105,PB,NOVA FLORESTA
5214861,GO,NOVA GLORIA
3533007,SP,NOVA GRANADA
5108808,MT,NOVA GUARITA
3533106,SP,NOVA GUATAPORANGA
4313060,RS,NOVA HARTZ
2922755,BA,NOVA IBIA
3303500,RJ,NOVA IGUACU
5214879,GO,NOVA IGUACU DE GOIAS
3533205,SP,NOVA INDEPENDENCIA
2107308,MA,NOVA IORQUE
1504976,PA,NOVA IPIXUNA
4211454,SC,NOVA ITABERABA
2922805,BA,NOVA ITARANA
5106182,MT,NOVA LACERDA
3144805,MG,NOVA LIMA
3533304,SP,NOVA LUZITANIA
1100338,RO,NOVA MAMORE
5108857,MT,NOVA MARILANDIA
5108907,MT,NOVA MARINGA
3144904,MG,NOVA MODICA
5108956,MT,NOVA MONTE VERDE
5106224,MT,NOVA MUTUM
5106174,MT,NOVA NAZARE
3533403,SP,NOVA ODESSA
5106232,MT,NOVA OLIMPIA
4117206,PR,NOVA OLIMPIA
2309201,CE,NOVA OLINDA
2510204,PB,NOVA OLINDA
1714880,TO,NOVA OLINDA
4313086,RS,NOVA PADUA
4313102,RS,NOVA PALMA
2510303,PB,NOVA PALMEIRA
4313201,RS,NOVA PETROPOLIS
3145000,MG,NOVA PONTE
4313300,RS,NOVA PRATA
4117255,PR,NOVA PRATA DO IGUACU
4313334,RS,NOVA RAMADA
2922854,BA,NOVA REDENCAO
3145109,MG,NOVA RESENDE
5214903,GO,NOVA ROMA
4313359,RS,NOVA ROMA DO SUL
2309300,CE,NOVA RUSSAS
4117214,PR,NOVA SANTA BARBARA
5106190,MT,NOVA SANTA HELENA
2207959,PI,NOVA SANTA RITA
4313375,RS,NOVA SANTA RITA
4117222,PR,NOVA SANTA ROSA
3145208,MG,NOVA SERRANA
2922904,BA,NOVA SOURE
4117271,PR,NOVA TEBAS
1505007,PA,NOVA TIMBOTEUA
4211504,SC,NOVA TRENTO
5106240,MT,NOVA UBIRATA
3136603,MG,NOVA UNIAO
1101435,RO,NOVA UNIAO
3203908,ES,NOVA VENECIA
5215009,GO,NOVA VENEZA
2923001,BA,NOVA VICOSA
3533254,SP,NOVAIS
1715101,TO,NOVO ACORDO
1303205,AM,NOVO AIRAO
1715150,TO,NOVO ALEGRE
1303304,AM,NOVO ARIPUANA
4313490,RS,NOVO BARREIRO
5215207,GO,NOVO BRASIL
4313391,RS,NOVO CABRAIS
5215231,GO,NOVO GAMA
4313409,RS,NOVO HAMBURGO
2923035,BA,NOVO HORIZONTE
4211652,SC,NOVO HORIZONTE
5106273,MT,NOVO HORIZONTE DO NORTE
1100502,RO,NOVO HORIZONTE DO OESTE
5006259,MS,NOVO HORIZONTE DO SUL
4117297,PR,NOVO ITACOLOMI
1715259,TO,NOVO JARDIM
2705606,AL,NOVO LINO
4313425,RS,NOVO MACHADO
5106265,MT,NOVO MUNDO
2309409,CE,NOVO ORIENTE
2206902,PI,NOVO ORIENTE DO PIAUI
5215256,GO,NOVO PLANALTO
1505031,PA,NOVO PROGRESSO
1505064,PA,NOVO REPARTIMENTO
5106315,MT,NOVO SANTO ANTONIO
5106281,MT,NOVO SAO JOAQUIM
4313441,RS,NOVO TIRADENTES
2923050,BA,NOVO TRIUNFO
4313466,RS,NOVO XINGU
3145372,MG,NOVORIZONTE
3533601,SP,NUPORANGA
1505106,PA,OBIDOS
2309458,CE,OCARA
3533700,SP,OCAUCU
2207009,PI,OEIRAS
3533809,SP,OLEO
2510402,PB,OLHO D'AGUA
2107407,MA,OLHO D'AGUA DAS CUNHAS
2705705,AL,OLHO D'AGUA DAS FLORES
2705804,AL,OLHO D'AGUA DO CASADO
2207108,PI,OLHO D'AGUA DO PIAUI
2705903,AL,OLHO D'AGUA GRANDE
3145455,MG,OLHOS-D'AGUA
3533908,SP,OLIMPIA
2609600,PE,OLINDA
2107456,MA,OLINDA NOVA DO MARANHAO
2923100,BA,OLINDINA
2510501,PB,OLIVEDOS
3145604,MG,OLIVEIRA
1715507,TO,OLIVEIRA DE FATIMA
2923209,BA,OLIVEIRA DOS BREJINHOS
3145703,MG,OLIVEIRA FORTES
2706000,AL,OLIVENCA
3145802,MG,ONCA DE PITANGUI
3534005,SP,ONDA VERDE
3145851,MG,ORATORIOS
3534104,SP,ORIENTE
3534203,SP,ORINDIUVA
1505304,PA,ORIXIMINA
3534302,SP,ORLANDIA
4211702,SC,ORLEANS
2609709,PE,OROBO
2609808,PE,OROCO
2309508,CE,OROS
4117305,PR,ORTIGUEIRA
3534401,SP,OSASCO
3534500,SP,OSCAR BRESSANE
4313508,RS,OSORIO
3534609,SP,OSVALDO CRUZ
1505403,PA,OUREM
2923308,BA,OURICANGAS
1505437,PA,OURILANDIA DO NORTE
3534708,SP,OURINHOS
4117404,PR,OURIZONA
4211801,SC,OURO
2706109,AL,OURO BRANCO
3145901,MG,OURO BRANCO
2408508,RN,OURO BRANCO
3146008,MG,OURO FINO
3146107,MG,OURO PRETO
1100155,RO,OURO PRETO DO OESTE
2510600,PB,OURO VELHO
4211850,SC,OURO VERDE
3146206,MG,OURO VERDE DE MINAS
4117453,PR,OURO VERDE DO OESTE
3534757,SP,OUROESTE
2923357,BA,OUROLANDIA
5215504,GO,OUVIDOR
3534906,SP,PACAEMBU
1505486,PA,PACAJA
2309607,CE,PACAJUS
1400456,RR,PACARAIMA
2309706,CE,PACATUBA
2804904,SE,PACATUBA
2309805,CE,PACOTI
2309904,CE,PACUJA
3146255,MG,PADRE CARVALHO
2207207,PI,PADRE MARCOS
3146305,MG,PADRE PARAISO
2207306,PI,PAES LANDIM
3146552,MG,PAI PEDRO
4211876,SC,PAIAL
4117503,PR,PAICANDU
4313607,RS,PAIM FILHO
3146404,MG,PAINEIRAS
4211892,SC,PAINEL
3146503,MG,PAINS
2207355,PI,PAJEU DO PIAUI
2706208,AL,PALESTINA
3535002,SP,PALESTINA
1505494,PA,PALESTINA DO PARA
2310001,CE,PALHANO
4211900,SC,PALHOCA
3146701,MG,PALMA
4212007,SC,PALMA SOLA
2310100,CE,PALMACIA
2610004,PE,PALMARES
3535101,SP,PALMARES PAULISTA
4117602,PR,PALMAS
1721000,TO,PALMAS
2923407,BA,PALMAS DE MONTE ALTO
4117701,PR,PALMEIRA
4212056,SC,PALMEIRA
2207405,PI,PALMEIRA DO PIAUI
3535200,SP,PALMEIRA D'OESTE
2706307,AL,PALMEIRA DOS INDIOS
2207504,PI,PALMEIRAIS
2107605,MA,PALMEIRANDIA
1715705,TO,PALMEIRANTE
2923506,BA,PALMEIRAS
1713809,TO,PALMEIRAS DO TOCANTINS
2610103,PE,PALMEIRINA
1715754,TO,PALMEIROPOLIS
5215801,GO,PALMELO
5215900,GO,PALMINOPOLIS
4117800,PR,PALMITAL
3535309,SP,PALMITAL
4313805,RS,PALMITINHO
4212106,SC,PALMITOS
4117909,PR,PALOTINA
5216007,GO,PANAMA
4313904,RS,PANAMBI
3204005,ES,PANCAS
2610202,PE,PANELAS
4313953,RS,PANTANO GRANDE
2706406,AL,PAO DE ACUCAR
3146909,MG,PAPAGAIOS
4212205,SC,PAPANDUVA
2207553,PI,PAQUETA
3303609,RJ,PARACAMBI
3147006,MG,PARACATU
2310209,CE,PARACURU
1505502,PA,PARAGOMINAS
3147204,MG,PARAGUACU
4314001,RS,PARAI
3303708,RJ,PARAIBA DO SUL
2107704,MA,PARAIBANO
3535606,SP,PARAIBUNA
2310258,CE,PARAIPABA
4212239,SC,PARAISO
3535705,SP,PARAISO
4118006,PR,PARAISO DO NORTE
4314027,RS,PARAISO DO SUL
2310308,CE,PARAMBU
2310407,CE,PARAMOTI
2408607,RN,PARANA
1716208,TO,PARANA
4118105,PR,PARANACITY
4118204,PR,PARANAGUA
5006309,MS,PARANAIBA
5216304,GO,PARANAIGUARA
5106299,MT,PARANAITA
3535804,SP,PARANAPANEMA
4118303,PR,PARANAPOEMA
2610301,PE,PARANATAMA
4118402,PR,PARANAVAI
5006358,MS,PARANHOS
3147402,MG,PARAOPEBA
3536000,SP,PARAPUA
2510659,PB,PARARI
3303807,RJ,PARATI
2923704,BA,PARATINGA
2408706,RN,PARAU
1505536,PA,PARAUAPEBAS
5216403,GO,PARAUNA
3536109,SP,PARDINHO
1101450,RO,PARECIS
2408904,RN,PARELHAS
2706422,AL,PARICONHA
1303403,AM,PARINTINS
2923803,BA,PARIPIRANGA
2706448,AL,PARIPUEIRA
3536208,SP,PARIQUERA-ACU
3536257,SP,PARISI
2207603,PI,PARNAGUA
2207702,PI,PARNAIBA
2610400,PE,PARNAMIRIM
4314050,RS,PAROBE
2409100,RN,PASSA E FICA
3147600,MG,PASSA QUATRO
4314068,RS,PASSA SETE
3147709,MG,PASSA TEMPO
3147501,MG,PASSABEM
2510709,PB,PASSAGEM
2409209,RN,PASSAGEM
2107902,MA,PASSAGEM FRANCA
3147808,MG,PASSA-VINTE
2610509,PE,PASSIRA
4212254,SC,PASSO DE TORRES
4314076,RS,PASSO DO SOBRADO
4314100,RS,PASSO FUNDO
3147907,MG,PASSOS
4212270,SC,PASSOS MAIA
2108009,MA,PASTOS BONS
3147956,MG,PATIS
4118451,PR,PATO BRAGADO
4118501,PR,PATO BRANCO
2510808,PB,PATOS
3148004,MG,PATOS DE MINAS
2207777,PI,PATOS DO PIAUI
3148103,MG,PATROCINIO
2409308,RN,PATU
3303856,RJ,PATY DO ALFERES
2923902,BA,PAU BRASIL
1505551,PA,PAU D'ARCO
1716307,TO,PAU D'ARCO
2207793,PI,PAU D'ARCO DO PIAUI
2409407,RN,PAU DOS FERROS
2610608,PE,PAUDALHO
1303502,AM,PAUINI
3148301,MG,PAULA CANDIDO
4118600,PR,PAULA FREITAS
3536406,SP,PAULICEIA
3536505,SP,PAULINIA
2108058,MA,PAULINO NEVES
2510907,PB,PAULISTA
2610707,PE,PAULISTA
3148400,MG,PAULISTAS
2924009,BA,PAULO AFONSO
4314134,RS,PAULO BENTO
3536604,SP,PAULO DE FARIA
4118709,PR,PAULO FRONTIN
2706604,AL,PAULO JACINTO
4212304,SC,PAULO LOPES
2108108,MA,PAULO RAMOS
3148509,MG,PAVAO
4314159,RS,PAVERAMA
2207850,PI,PAVUSSU
4118808,PR,PEABIRU
3536703,SP,PEDERNEIRAS
2610806,PE,PEDRA
3148707,MG,PEDRA AZUL
3536802,SP,PEDRA BELA
3148756,MG,PEDRA BONITA
2310506,CE,PEDRA BRANCA
2511004,PB,PEDRA BRANCA
3148806,MG,PEDRA DO ANTA
3148905,MG,PEDRA DO INDAIA
3149002,MG,PEDRA DOURADA
2409506,RN,PEDRA GRANDE
2805000,SE,PEDRA MOLE
5106372,MT,PEDRA PRETA
2409605,RN,PEDRA PRETA
3149101,MG,PEDRALVA
3536901,SP,PEDRANOPOLIS
2924108,BA,PEDRAO
4314175,RS,PEDRAS ALTAS
2511202,PB,PEDRAS DE FOGO
3149150,MG,PEDRAS DE MARIA DA CRUZ
4212403,SC,PEDRAS GRANDES
3537008,SP,PEDREGULHO
3537107,SP,PEDREIRA
2108207,MA,PEDREIRAS
2805109,SE,PEDRINHAS
3149200,MG,PEDRINOPOLIS
2924207,BA,PEDRO ALEXANDRE
2409704,RN,PEDRO AVELINO
3204054,ES,PEDRO CANARIO
3537206,SP,PEDRO DE TOLEDO
2108256,MA,PEDRO DO ROSARIO
5006408,MS,PEDRO GOMES
2207900,PI,PEDRO II
2207934,PI,PEDRO LAURENTINO
3149309,MG,PEDRO LEOPOLDO
4314209,RS,PEDRO OSORIO
2512721,PB,PEDRO REGIS
2409803,RN,PEDRO VELHO
1505601,PA,PEIXE-BOI
5106422,MT,PEIXOTO DE AZEVEDO
4314308,RS,PEJUCARA
4314407,RS,PELOTAS
2310605,CE,PENAFORTE
3537305,SP,PENAPOLIS
2409902,RN,PENDENCIAS
2706703,AL,PENEDO
4212502,SC,PENHA
2310704,CE,PENTECOSTE
3149507,MG,PEQUERI
3149606,MG,PEQUI
3149705,MG,PERDIGAO
3149804,MG,PERDIZES
3537404,SP,PEREIRA BARRETO
3537503,SP,PEREIRAS
2310803,CE,PEREIRO
2108405,MA,PERI MIRIM
3149952,MG,PERIQUITO
4212601,SC,PERITIBA
2108454,MA,PERITORO
4118857,PR,PEROBAL
4118907,PR,PEROLA
5216452,GO,PEROLANDIA
3537602,SP,PERUIBE
2610905,PE,PESQUEIRA
4212700,SC,PETROLANDIA
2611101,PE,PETROLINA
3303906,RJ,PETROPOLIS
2706802,AL,PIACABUCU
3537701,SP,PIACATU
2511301,PB,PIANCO
2924306,BA,PIATA
3150109,MG,PIAU
4314423,RS,PICADA CAFE
2208007,PI,PICOS
2511400,PB,PICUI
3537800,SP,PIEDADE
3150158,MG,PIEDADE DE CARATINGA
2707008,AL,PINDOBA
2924603,BA,PINDOBACU
3538105,SP,PINDORAMA
2310852,CE,PINDORETAMA
3150539,MG,PINGO-D'AGUA
4119152,PR,PINHAIS
4314456,RS,PINHAL
4314464,RS,PINHAL DA SERRA
4119251,PR,PINHAL DE SAO BENTO
4314472,RS,PINHAL GRANDE
4119202,PR,PINHALAO
4212908,SC,PINHALZINHO
3538204,SP,PINHALZINHO
4119301,PR,PINHAO
2805208,SE,PINHAO
3303955,RJ,PINHEIRAL
4314498,RS,PINHEIRINHO DO VALE
2108603,MA,PINHEIRO
4213005,SC,PINHEIRO PRETO
3204104,ES,PINHEIROS
2924652,BA,PINTADAS
3150570,MG,PINTOPOLIS
2208205,PI,PIO IX
2108702,MA,PIO XII
3538303,SP,PIQUEROBI
2310902,CE,PIQUET CARNEIRO
3538501,SP,PIQUETE
3538600,SP,PIRACAIA
5217104,GO,PIRACANJUBA
3150604,MG,PIRACEMA
3538709,SP,PIRACICABA
2208304,PI,PIRACURUCA
3304003,RJ,PIRAI
4119400,PR,PIRAI DO SUL
3538808,SP,PIRAJU
3150703,MG,PIRAJUBA
3538907,SP,PIRAJUI
2805307,SE,PIRAMBU
3150802,MG,PIRANGA
3539004,SP,PIRANGI
3150901,MG,PIRANGUCU
3151008,MG,PIRANGUINHO
2707107,AL,PIRANHAS
5217203,GO,PIRANHAS
2108801,MA,PIRAPEMAS
3151107,MG,PIRAPETINGA
4314555,RS,PIRAPO
3151206,MG,PIRAPORA
3539202,SP,PIRAPOZINHO
4119509,PR,PIRAQUARA
1717206,TO,PIRAQUE
3539301,SP,PIRASSUNUNGA
4314605,RS,PIRATINI
3539400,SP,PIRATININGA
4213104,SC,PIRATUBA
3151305,MG,PIRAUBA
5217302,GO,PIRENOPOLIS
5217401,GO,PIRES DO RIO
2310951,CE,PIRES FERREIRA
2924702,BA,PIRIPA
2208403,PI,PIRIPIRI
2924801,BA,PIRITIBA
2511806,PB,PIRPIRITUBA
4119608,PR,PITANGA
3539509,SP,PITANGUEIRAS
3151404,MG,PITANGUI
2511905,PB,PITIMBU
1717503,TO,PIUM
3204203,ES,PIUMA
3151503,MG,PIUMHI
1505650,PA,PLACAS
1200385,AC,PLACIDO DE CASTRO
5217609,GO,PLANALTINA
4119707,PR,PLANALTINA DO PARANA
2924900,BA,PLANALTINO
2925006,BA,PLANALTO
4314704,RS,PLANALTO
3539608,SP,PLANALTO
4213153,SC,PLANALTO ALEGRE
5106455,MT,PLANALTO DA SERRA
3151602,MG,PLANURA
3539707,SP,PLATINA
3539806,SP,POA
2410108,RN,POCO BRANCO
2512036,PB,POCO DANTAS
2707206,AL,POCO DAS TRINCHEIRAS
2512077,PB,POCO DE JOSE DE MOURA
3151701,MG,POCO FUNDO
2805406,SE,POCO REDONDO
2805505,SE,POCO VERDE
2925105,BA,POCOES
5106505,MT,POCONE
3151800,MG,POCOS DE CALDAS
3151909,MG,POCRANE
2925204,BA,POJUCA
3539905,SP,POLONI
2512101,PB,POMBAL
2611309,PE,POMBOS
4213203,SC,POMERODE
3540002,SP,POMPEIA
3152006,MG,POMPEU
1505700,PA,PONTA DE PEDRAS
4119905,PR,PONTA GROSSA
5006606,MS,PONTA PORA
3540200,SP,PONTAL
5106653,MT,PONTAL DO ARAGUAIA
4119954,PR,PONTAL DO PARANA
5217708,GO,PONTALINA
3540259,SP,PONTALINDA
4314779,RS,PONTAO
4213302,SC,PONTE ALTA
4213351,SC,PONTE ALTA DO NORTE
1717909,TO,PONTE ALTA DO TOCANTINS
5106703,MT,PONTE BRANCA
3152105,MG,PONTE NOVA
4314787,RS,PONTE PRETA
4213401,SC,PONTE SERRADA
5106752,MT,PONTES E LACERDA
3540309,SP,PONTES GESTAL
3152131,MG,PONTO CHIQUE
3152170,MG,PONTO DOS VOLANTES
2925253,BA,PONTO NOVO
3540408,SP,POPULINA
2311009,CE,PORANGA
3540507,SP,PORANGABA
5218003,GO,PORANGATU
3304102,RJ,PORCIUNCULA
4120002,PR,PORECATU
4314803,RS,PORTAO
2311108,CE,PORTEIRAS
3152204,MG,PORTEIRINHA
1505809,PA,PORTEL
5218102,GO,PORTELANDIA
2208502,PI,PORTO
1200807,AC,PORTO ACRE
4314902,RS,PORTO ALEGRE
2208551,PI,PORTO ALEGRE DO PIAUI
4120101,PR,PORTO AMAZONAS
4120150,PR,PORTO BARREIRO
4213500,SC,PORTO BELO
2707305,AL,PORTO CALVO
2805604,SE,PORTO DA FOLHA
1505908,PA,PORTO DE MOZ
2707404,AL,PORTO DE PEDRAS
2410256,RN,PORTO DO MANGUE
5106802,MT,PORTO DOS GAUCHOS
5106828,MT,PORTO ESPERIDIAO
5106851,MT,PORTO ESTRELA
3540606,SP,PORTO FELIZ
3540705,SP,PORTO FERREIRA
3152303,MG,PORTO FIRME
2109007,MA,PORTO FRANCO
1600535,AP,PORTO GRANDE
4315008,RS,PORTO LUCENA
5006903,MS,PORTO MURTINHO
3304110,RJ,PORTO REAL
2707503,AL,PORTO REAL DO COLEGIO
4120200,PR,PORTO RICO
2109056,MA,PORTO RICO DO MARANHAO
2925303,BA,PORTO SEGURO
4213609,SC,PORTO UNIAO
1100205,RO,PORTO VELHO
4315073,RS,PORTO VERA CRUZ
1200393,AC,PORTO WALTER
4315107,RS,PORTO XAVIER
5218300,GO,POSSE
3152402,MG,POTE
2311207,CE,POTENGI
3540754,SP,POTIM
2925402,BA,POTIRAGUA
3540804,SP,POTIRENDABA
3152501,MG,POUSO ALEGRE
3152600,MG,POUSO ALTO
4315131,RS,POUSO NOVO
4213708,SC,POUSO REDONDO
5107008,MT,POXOREO
3540853,SP,PRACINHA
1600550,AP,PRACUUBA
4120333,PR,PRADO FERREIRA
3540903,SP,PRADOPOLIS
3152709,MG,PRADOS
4213807,SC,PRAIA GRANDE
3541000,SP,PRAIA GRANDE
1506005,PA,PRAINHA
4120358,PR,PRANCHITA
3152808,MG,PRATA
2512200,PB,PRATA
3541059,SP,PRATANIA
3152907,MG,PRATAPOLIS
3541109,SP,PRESIDENTE ALVES
3153103,MG,PRESIDENTE BERNARDES
3541208,SP,PRESIDENTE BERNARDES
4213906,SC,PRESIDENTE CASTELLO BRANCO
4120408,PR,PRESIDENTE CASTELO BRANCO
2925600,BA,PRESIDENTE DUTRA
2109106,MA,PRESIDENTE DUTRA
3541307,SP,PRESIDENTE EPITACIO
1303536,AM,PRESIDENTE FIGUEIREDO
4214003,SC,PRESIDENTE GETULIO
2109205,MA,PRESIDENTE JUSCELINO
3153202,MG,PRESIDENTE JUSCELINO
2410306,RN,PRESIDENTE JUSCELINO
3204302,ES,PRESIDENTE KENNEDY
1718402,TO,PRESIDENTE KENNEDY
4315149,RS,PRESIDENTE LUCENA
2109239,MA,PRESIDENTE MEDICI
1100254,RO,PRESIDENTE MEDICI
4214102,SC,PRESIDENTE NEREU
3153400,MG,PRESIDENTE OLEGARIO
3541406,SP,PRESIDENTE PRUDENTE
2109304,MA,PRESIDENTE VARGAS
3541505,SP,PRESIDENTE VENCESLAU
1506104,PA,PRIMAVERA
2611408,PE,PRIMAVERA
5107040,MT,PRIMAVERA DO LESTE
2109403,MA,PRIMEIRA CRUZ
4120507,PR,PRIMEIRO DE MAIO
4214151,SC,PRINCESA
2512309,PB,PRINCESA ISABEL
5218391,GO,PROFESSOR JAMIL
4315156,RS,PROGRESSO
3541604,SP,PROMISSAO
2805703,SE,PROPRIA
4315172,RS,PROTASIO ALVES
3153608,MG,PRUDENTE DE MORAIS
1718451,TO,PUGMIL
2410405,RN,PUREZA
4315206,RS,PUTINGA
2512408,PB,PUXINANA
3541653,SP,QUADRA
4315305,RS,QUARAI
3153707,MG,QUARTEL GERAL
4120655,PR,QUARTO CENTENARIO
3541703,SP,QUATA
4120705,PR,QUATIGUA
1506112,PA,QUATIPURU
3304128,RJ,QUATIS
4315313,RS,QUATRO IRMAOS
2707602,AL,QUEBRANGULO
4120903,PR,QUEDAS DO IGUACU
2208650,PI,QUEIMADA NOVA
2925808,BA,QUEIMADAS
2512507,PB,QUEIMADAS
3304144,RJ,QUEIMADOS
3541802,SP,QUEIROZ
3541901,SP,QUELUZ
3153806,MG,QUELUZITO
5107065,MT,QUERENCIA
4121000,PR,QUERENCIA DO NORTE
4315321,RS,QUEVEDOS
2925907,BA,QUIJINGUE
4214201,SC,QUILOMBO
3542008,SP,QUINTANA
2611507,PE,QUIPAPA
3304151,RJ,QUISSAMA
4121208,PR,QUITANDINHA
2311264,CE,QUITERIANOPOLIS
2512606,PB,QUIXABA
